survey_id,collector_id,respondent_id,date_created,date_modified,response_status,ip_address,"Please write in your 3 initials. If you do not have a middle initial, please write X.<br>(This is used to link the diagnostic and follow-up surveys, but is kept confidential.)<br><br>","Please write in your four-digit birthday (MMDD).<br>(This is used to link the diagnostic and follow-up surveys, but is kept confidential.)","Your site (district, parish, network, or school) <br><br>","Your site (district, parish, network, or school) <br><br> - Other (please specify)","Which subject area do you teach/ lead? If you teach/support both, please select the one where you expect to work with Teaching Lab this year. <br><br>","What grade(s) do you teach, support, and/or lead? You can select more than one. - K","What grade(s) do you teach, support, and/or lead? You can select more than one. - 1","What grade(s) do you teach, support, and/or lead? You can select more than one. - 2","What grade(s) do you teach, support, and/or lead? You can select more than one. - 3","What grade(s) do you teach, support, and/or lead? You can select more than one. - 4","What grade(s) do you teach, support, and/or lead? You can select more than one. - 5","What grade(s) do you teach, support, and/or lead? You can select more than one. - 6","What grade(s) do you teach, support, and/or lead? You can select more than one. - 7","What grade(s) do you teach, support, and/or lead? You can select more than one. - 8","What grade(s) do you teach, support, and/or lead? You can select more than one. - 9","What grade(s) do you teach, support, and/or lead? You can select more than one. - 10","What grade(s) do you teach, support, and/or lead? You can select more than one. - 11","What grade(s) do you teach, support, and/or lead? You can select more than one. - 12","What grade(s) do you teach, support, and/or lead? You can select more than one. - I am not a teacher or instructional coach.",Approximately how many years of teaching experience do you have?,Gender: How do you identify?,Gender: How do you identify? - I prefer to self-describe:,How do you describe your race? You may check more than one box. - Asian,How do you describe your race? You may check more than one box. - Black or African American,How do you describe your race? You may check more than one box. - Native American Indian or Alaska Native,How do you describe your race? You may check more than one box. - Native Hawaiian or Other Pacific Islander,How do you describe your race? You may check more than one box. - White,How do you describe your race? You may check more than one box. - I prefer not to say,How do you describe your race? You may check more than one box. - I prefer to self-describe:,How do you describe your ethnicity?,Have you participated in professional learning with Teaching Lab before? <br><br> ,Which of the following best describes your primary role? <br><br>,Are you a Lab Leader?,To what extent do you agree or disagree with the following statements? - I am color blind when it comes to my teaching - I don’t think of my students in terms of their race or ethnicity.,"To what extent do you agree or disagree with the following statements? - The gap in the achievement among students of different races is about poverty, not race.",To what extent do you agree or disagree with the following statements? - I think about my own background and experiences and how those affect my instruction.,To what extent do you agree or disagree with the following statements? - I try to keep in mind the limits of my students’ ability and give them assignments that I know they can do so that they do not become discouraged.,"To what extent do you agree or disagree with the following statements? - Before students are asked to engage in complex learning tasks, they need to have a solid grasp of basic skills.",To what extent do you agree or disagree with the following statements? - It is not fair to ask students who are struggling with English to take on challenging academic assignments.,To what extent do you agree or disagree with the following statements? - Teachers should provide all students the opportunity to work with grade-level texts and tasks.,To what extent do you agree or disagree with the following statements? - I take time to learn about the cultures represented by students in my classroom.,"To what extent do you agree or disagree with the following statements? - I communicate with parents of my students in positive ways, not just when there is a problem.",To what extent do you agree or disagree with the following statements? - I know my students and build positive working relationships with them.,To what extent do you agree or disagree with the following statements? - Creating a sense of community in my classroom is key to student success.,Please rate your confidence on the following items. <br>I am able to... - Adapt instruction to meet the needs of my students,"Please rate your confidence on the following items. <br>I am able to... - Identify ways that the school culture (e.g., values, norms, and practices) is different from my students’ home culture",Please rate your confidence on the following items. <br>I am able to... - Use my students’ prior knowledge to help them make sense of new information,Please rate your confidence on the following items. <br>I am able to... - Revise instructional material to include a better representation of cultural groups,Please rate your confidence on the following items. <br>I am able to... - Teach the curriculum to students with unfinished learning,Please rate your confidence on the following items. <br>I am able to... - Teach the curriculum to students who are from historically marginalized groups,To what extent do you agree or disagree with the following statements? - I trust my fellow teachers in the school.,To what extent do you agree or disagree with the following statements? - I feel connected to my fellow teachers in the school.,To what extent do you agree or disagree with the following statements? - I have influence over the professional learning that I receive through my school or district.,To what extent do you agree or disagree with the following statements? - I am confident that I am implementing the curriculum in a way that maximizes positive impact for student learning. <br />Note: We are referring to the curriculum that Teaching Lab will provide support on only.,To what extent do you agree or disagree with the following statements? - Teachers should be color blind when it comes to their teaching - they shouldn't think of students in terms of their race or ethnicity.,"To what extent do you agree or disagree with the following statements? - The gap in the achievement among students of different races is about poverty, not race._2",To what extent do you agree or disagree with the following statements? - I think about my own background and experiences and how those affect my instructional leadership.,To what extent do you agree or disagree with the following statements? - Teachers should try to keep in mind the limits of students’ ability and give them assignments that they know they can do so that they do not become discouraged.,"To what extent do you agree or disagree with the following statements? - Before students are asked to engage in complex learning tasks, they need to have a solid grasp of basic skills._2",To what extent do you agree or disagree with the following statements? - It is not fair to ask students who are struggling with English to take on challenging academic assignments._2,To what extent do you agree or disagree with the following statements? - Teachers should provide all students the opportunity to work with grade-level texts and tasks._2,Please rate the extent to which you believe you can support teachers in the following areas.<br>I believe I can directly or indirectly support teachers to... - Adapt instruction to meet the needs of their students,"Please rate the extent to which you believe you can support teachers in the following areas.<br>I believe I can directly or indirectly support teachers to... - Identify ways that the school culture (e.g., values, norms, and practices) is different from their students’ home culture",Please rate the extent to which you believe you can support teachers in the following areas.<br>I believe I can directly or indirectly support teachers to... - Use their students’ prior knowledge to help them make sense of new information,Please rate the extent to which you believe you can support teachers in the following areas.<br>I believe I can directly or indirectly support teachers to... - Revise instructional material to include a better representation of cultural groups,Please rate the extent to which you believe you can support teachers in the following areas.<br>I believe I can directly or indirectly support teachers to... - Teach the curriculum to students with unfinished learning,Please rate the extent to which you believe you can support teachers in the following areas.<br>I believe I can directly or indirectly support teachers to... - Teach the curriculum to students who are from historically marginalized groups,How often does your observation of teacher practice focus on the following? - Whether the lesson is focused on a high-quality text or task.,How often does your observation of teacher practice focus on the following? - Whether the questions and tasks address the analytical thinking required by the grade-level standards.,How often does your observation of teacher practice focus on the following? - Whether all students have opportunities to engage in the work of the lesson.,"If you have questions or comments about this diagnostic, your partnership with Teaching Lab, or Teaching Lab professional learning so far, please let us know. <br><br>",teacher_code
306944493,405232572,12963852961,2021-09-13T21:27:24Z,2021-09-13T21:34:29Z,completed,64.188.154.101,jbh,1212,"Pointe Coupee Parish, LA",NA,Mathematics,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,25,Woman,NA,NA,NA,NA,NA,White,NA,NA,Not Hispanic or Latino,Yes,Teacher,No,5- Strongly agree,4- Agree,4- Agree,3- Neither agree nor disagree,5- Strongly agree,2- Disagree,4- Agree,NA,NA,NA,NA,9,9,8,9,9,9,4- Agree,4- Agree,4- Agree,4- Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is my first year using IM so I am still learning program.,jbh1212
306944493,405232572,12962168385,2021-09-13T10:59:54Z,2021-09-13T11:07:49Z,completed,172.58.225.137,ANW,1201,"NYC District 10 - PS 386, NY",NA,ELA/Literacy,K,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,I am not a teacher or instructional coach.,15,Woman,NA,NA,Black or African American,NA,NA,NA,NA,NA,Not Hispanic or Latino,No,"Coach, Leader, Administrator, or System Level Leader",I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1- Strongly disagree,1- Strongly disagree,4- Agree,1- Strongly disagree,5- Strongly agree,1- Strongly disagree,5- Strongly agree,8,9,9,9,9,9,5- Almost always,5- Almost always,5- Almost always,NA,ANW1201
306944493,405232572,12960899227,2021-09-12T19:03:26Z,2021-09-12T19:08:14Z,completed,71.183.221.67,BIB,0226,"NYC District 10 - PS 386, NY",NA,ELA/Literacy,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Woman,NA,NA,NA,NA,NA,NA,I prefer not to say,NA,I prefer not to say,No,Teacher,No,3- Neither agree nor disagree,3- Neither agree nor disagree,3- Neither agree nor disagree,3- Neither agree nor disagree,2- Disagree,2- Disagree,3- Neither agree nor disagree,NA,NA,NA,NA,8,5,10-Extremely confident,9,9,9,5- Strongly agree,5- Strongly agree,1- Strongly disagree,4- Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIB0226
306944493,405232572,12958839505,2021-09-11T05:45:00Z,2021-09-11T05:49:45Z,completed,68.8.195.101,EMC,1212,"San Diego Unified School District, CA",LMEC,Mathematics,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Woman,NA,NA,NA,NA,NA,White,NA,NA,Not Hispanic or Latino,No,Teacher,No,1- Strongly disagree,3- Neither agree nor disagree,5- Strongly agree,1- Strongly disagree,1- Strongly disagree,1- Strongly disagree,5- Strongly agree,NA,NA,NA,NA,8,10-Extremely confident,9,10-Extremely confident,8,9,4- Agree,4- Agree,2- Disagree,4- Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMC1212
306944493,405232572,12955613740,2021-09-10T00:00:06Z,2021-09-10T00:02:40Z,completed,69.118.238.82,CEH,0808,"NYC District 10 - PS 386, NY",NA,ELA/Literacy,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Woman,NA,NA,NA,NA,NA,White,NA,NA,Not Hispanic or Latino,No,Teacher,No,3- Neither agree nor disagree,3- Neither agree nor disagree,4- Agree,4- Agree,4- Agree,3- Neither agree nor disagree,3- Neither agree nor disagree,NA,NA,NA,NA,6,7,7,7,6,5,4- Agree,4- Agree,3- Neither agree nor disagree,4- Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CEH0808
306944493,405232572,12954577476,2021-09-09T17:12:07Z,2021-09-09T17:17:53Z,completed,165.155.168.147,VXO,1204,"NYC District 6 - MS311, NY",NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2,Woman,NA,NA,Black or African American,NA,NA,NA,NA,NA,Hispanic or Latino,No,Teacher,No,5- Strongly agree,5- Strongly agree,5- Strongly agree,4- Agree,2- Disagree,1- Strongly disagree,5- Strongly agree,NA,NA,NA,NA,7,5,7,6,6,10-Extremely confident,4- Agree,4- Agree,3- Neither agree nor disagree,3- Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VXO1204
306944493,405232572,12954569711,2021-09-09T17:09:54Z,2021-09-09T17:19:06Z,completed,165.155.164.126,YAD,0921,"NYC District 6 - MS311, NY",NA,Mathematics,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,Man,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Hispanic or Latino,No,Teacher,No,1- Strongly disagree,5- Strongly agree,4- Agree,4- Agree,5- Strongly agree,3- Neither agree nor disagree,4- Agree,NA,NA,NA,NA,8,8,9,7,8,9,5- Strongly agree,4- Agree,4- Agree,5- Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YAD0921
306944493,405232572,12954348935,2021-09-09T15:54:06Z,2021-09-09T15:58:25Z,completed,165.155.172.146,EXU,0705,"NYC District 6 - MS311, NY",NA,Mathematics,K,1,2,3,4,5,6,7,8,NA,NA,NA,NA,NA,9,Woman,NA,NA,Black or African American,NA,NA,NA,NA,NA,Hispanic or Latino,No,"Coach, Leader, Administrator, or System Level Leader",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5- Strongly agree,3- Neither agree nor disagree,5- Strongly agree,4- Agree,2- Disagree,2- Disagree,5- Strongly agree,9,5,10-Very much,10-Very much,10-Very much,0-Not at all,5- Almost always,5- Almost always,5- Almost always,NA,EXU0705
306944493,405232572,12954298541,2021-09-09T15:37:02Z,2021-09-09T15:42:36Z,completed,69.118.110.147,BMP,0616,"NYC District 11 - PS 87, NY",Amistad,Mathematics,K,1,2,3,4,5,6,7,8,NA,NA,NA,NA,NA,26,Woman,NA,NA,Black or African American,NA,NA,NA,NA,NA,Not Hispanic or Latino,No,"Coach, Leader, Administrator, or System Level Leader",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1- Strongly disagree,1- Strongly disagree,5- Strongly agree,1- Strongly disagree,1- Strongly disagree,1- Strongly disagree,5- Strongly agree,10-Very much,10-Very much,10-Very much,9,10-Very much,10-Very much,4- Very often,4- Very often,3- Sometimes,NA,BMP0616
306944493,405232572,12954263499,2021-09-09T15:10:23Z,2021-09-09T15:31:57Z,completed,165.155.140.131,KSH,0725,"NYC District 10 - PS 386, NY",NA,ELA/Literacy,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Woman,NA,NA,Black or African American,NA,NA,NA,NA,NA,Not Hispanic or Latino,No,Teacher,No,4- Agree,4- Agree,3- Neither agree nor disagree,2- Disagree,3- Neither agree nor disagree,2- Disagree,5- Strongly agree,NA,NA,NA,NA,8,8,9,9,8,9,4- Agree,4- Agree,4- Agree,4- Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KSH0725
